Tên SP,Nhà sản xuất,Model,Kết nối,Kích thước,Loại switch,Giá(đ)
Bàn phím cơ FL-Esports CMK87 SAM 3 Mode Wireless Polar Night Black Kailh Box Red switch,FL-Esports,EK368L,có dây,0.7212003987089425,blue,3189000 
Bàn phím cơ FL-Esports CMK87 SAM 3 Mode Wireless Polar Night Black Kailh Box White switch,FL-Esports,GM328,có dây,0.7212003987089425,white,3189000 
Bàn phím cơ FL-Esports CMK87 CPM 3 Mode Wireless Metal Heart Kailh Box Cool Mint switch,FL-Esports,EK87,không dây,0.7212003987089425,green,3489000 
Bàn phím cơ FL-Esports CMK87 SAM 3 Mode Wireless Marshmallow Kailh Box Red switch,FL-Esports,EK375,vừa có dây vừa không dây,0.7212003987089425,silver,3189000 
Bàn phím cơ FL-Esports CMK87 SAM 3 Mode Wireless Marshmallow Kailh Box Brown switch,FL-Esports,E-DRA EK396W V2,có dây,0.7212003987089425,pink,3189000 
Bàn phím cơ FL-Esports CMK87 SAM 3 Mode Wireless Marshmallow Kailh Box White switch,FL-Esports,CD87HR,vừa có dây vừa không dây,0.7212003987089425,cherry,3189000 
Bàn phím cơ FL-Esports CMK87 SAM 3 Mode Wireless Tropical Forest Kailh Box Marshmallow switch,FL-Esports,GP75CPM,có dây,0.7212003987089425,pink,3199000 
Bàn phím cơ AKKO 3108 RF Ocean Star Wireless Akko CS Haze Pink switch,Akko,EK1280s V2,có dây,0.7212003987089425,pink,1489000 
Bàn phím cơ AKKO MOD007 PC Orange on Black Akko CS Piano switch,Akko,K10,không dây,0.7212003987089425,red,2389000 
Bàn phím cơ FL-Esports FL750 Polar Night 3 Mode Gasket Mount Kailh Box V2 Red switch,FL-Esports,FL100CPM,vừa có dây vừa không dây,0.7212003987089425,pink,2189000 
Bàn phím cơ FL-Esports FL750 White Olivia 3 Mode Gasket Mount Gateron Pro White switch,FL-Esports,GD68,không dây,0.7212003987089425,silver,2189000 
Bàn phím cơ FL-Esports FL750 Marshmallow 3 Mode Gasket Mount Kailh Box V2 Brown switch,FL-Esports,Brown Switch ,vừa có dây vừa không dây,0.7212003987089425,silver,2189000 
Bàn phím cơ FL-Esports FL750 Metal Heart 3 Mode Gasket Mount Gateron Pro White switch,FL-Esports,EK387L RGB,vừa có dây vừa không dây,0.7212003987089425,green,2189000 
Bàn phím cơ FL-Esports FL750 White Olivia 3 Mode Gasket Mount Kailh Box V2 Red switch,FL-Esports,GD68,vừa có dây vừa không dây,0.7212003987089425,black,2189000 
Bàn phim cơ FL-Esports Q75 3 Mode Wireless Gasket Mount Blue Haze Kailh Box Rosa switch,FL-Esports,TC-3218,không dây,0.7212003987089425,red,2599000 
Bàn phím Rapoo V500 Pro 87 Multi Mode Wireless Brown switch,Rapoo,CD108HR,vừa có dây vừa không dây,0.7212003987089425,silver,699000 
Bàn phím Rapoo V500 Pro 87 Multi Mode Wireless Red switch,Rapoo,Asus ROG Strix Scope NX TKL Deluxe,có dây,0.7212003987089425,blue,699000 
Bàn phím Rapoo V500 Pro 87 Multi Mode Wireless Blue switch,Rapoo,EK398,vừa có dây vừa không dây,0.7212003987089425,pink,699000 
Bàn phím cơ FL-Esports GP87CP White Gray Gasket Mount Gateron Pro White switch,FL-Esports,3084,không dây,0.7212003987089425,red,1499000 
Bàn phím Rapoo V500 Alloy Red switch,Rapoo,Kailh Clione Limacina ,có dây,0.7212003987089425,brown,389000 
Bàn phím Rapoo V500 Alloy Brown switch,Rapoo,CD87HR,có dây,0.7212003987089425,silver,389000 
Bàn phím cơ FL-Esports CMK98SA Graphite Green Kailh Box Cool Mint switch,FL-Esports,Asus ROG Strix Scope NX TKL Deluxe,có dây,0.7212003987089425,red,3599000 
Bàn phím cơ FL-Esports CMK98SA Graphite Green Kailh Box Deep Sea Silent switch,FL-Esports,Brown Switch ,vừa có dây vừa không dây,0.7212003987089425,white,3599000 
Bàn phím cơ FL-Esports FL750 Marshmallow 3 Mode Gasket Mount Kailh Box Cool Mint switch,FL-Esports,Asus ROG Strix Scope NX TKL Deluxe,không dây,0.7212003987089425,brown,2589000 
Bàn phím cơ FL-Esports FL750 Marshmallow 3 Mode Gasket Mount Kailh MX Cool Mint switch,FL-Esports,3084,vừa có dây vừa không dây,0.7212003987089425,silver,2489000 
Bàn phím cơ AKKO 3108 RF Ocean Star Wireless Akko V3 Cream Blue switch,Akko,EK368L,có dây,0.7212003987089425,blue,1489000 
Bàn phím cơ AKKO 3087 RF Ocean Star Wireless Akko V3 Cream Blue switch,Akko,EK398,có dây,0.7212003987089425,red,1389000 
Bàn phím cơ DareU EK1280x Black Grey Optical switch,DAREU,GD68,không dây,0.7212003987089425,yellow,799000 
Bàn phím cơ Logitech G715 Aurora Wireless Linear switch,Logitech,T87s Pro Wireless,có dây,0.7212003987089425,white,3489000 
Bàn phím cơ Logitech G715 Aurora Wireless Tactile switch,Logitech,EK387L White,không dây,0.7212003987089425,green,3489000 
Bàn phím cơ FL-Esports CMK99SAM 3 Mode Wireless Taichi TTC Gold Pink V2 switch,FL-Esports,D87S RGB,vừa có dây vừa không dây,0.7212003987089425,green,4099000 
Bàn phím cơ FL-Esports CMK98SAM 3 Mode Wireless Marshmallow Kailh Box Red switch,FL-Esports,CD108HR,không dây,0.7212003987089425,red,3749000 
Bàn phím cơ FL-Esports CMK98SAM 3 Mode Wireless Marshmallow Kailh Box White switch,FL-Esports,EK1280s V2,có dây,0.7212003987089425,red,3749000 
Bàn phím cơ FL-Esports CMK98SAM 3 Mode Wireless Marshmallow Kailh Box V2 Brown switch,FL-Esports,ROG Falchion,có dây,0.7212003987089425,brown,3749000 
Bàn phím cơ Corsair K100 RGB Midnight Gold OPX switch,Corsair,K10,có dây,0.7212003987089425,blue,6499000 
Bàn phím Rapoo V500 Pro Yellow Blue Blue switch,Rapoo,EK398,không dây,0.7212003987089425,black,749000 
Bàn phím Rapoo V500 Pro Yellow Blue Brown switch,Rapoo,GP75CPM,vừa có dây vừa không dây,0.7212003987089425,silver,749000 
Bàn phím Rapoo V500 Pro Yellow Blue Red switch,Rapoo,H95S Panda 3 Mode Wireless,có dây,0.7212003987089425,brown,749000 
Bàn phím Rapoo V500 Pro Pink White Blue switch,Rapoo,Asus ROG Strix Scope NX TKL Deluxe,vừa có dây vừa không dây,0.7212003987089425,green,749000 
Bàn phím Rapoo V500 Pro Pink White Brown switch,Rapoo,EK368L,có dây,0.7212003987089425,white,749000 
Bàn phím Rapoo V500 Pro Pink White Red switch,Rapoo,CD108HR,không dây,0.7212003987089425,silver,749000 
Bàn phím Rapoo V500 Pro Cyan Blue Brown switch,Rapoo,K10,có dây,0.7212003987089425,black,749000 
Bàn phím Rapoo V500 Pro Cyan Blue Red switch,Rapoo,EK87,có dây,0.7212003987089425,silver,749000 
Bàn phím Rapoo V500 Pro Cyan Blue Blue switch,Rapoo,EK375,không dây,0.7212003987089425,cherry,749000 
Bàn phím Rapoo V500 Pro Red switch,Rapoo,EK1280s V2,không dây,0.7212003987089425,yellow,599000 
Bàn phím Rapoo V500 Pro Brown switch,Rapoo,EK368L,không dây,0.7212003987089425,green,599000 
Bàn phím cơ Corsair K100 RGB OPX switch,Corsair,K10,vừa có dây vừa không dây,0.7212003987089425,yellow,5599000 
Bàn phím cơ Corsair K100 RGB Speed switch,Corsair,K10,vừa có dây vừa không dây,0.7212003987089425,yellow,5599000 
Bàn phím cơ FL-Esports FL680SAM Peach Wireless Gateron Cap Silver switch,FL-Esports,EK398,có dây,0.7212003987089425,black,2099000 
Bàn phím cơ FL-Esports FL680SAM Purple Wireless Gateron Cap Brown switch,FL-Esports,Newmen GM326,vừa có dây vừa không dây,0.7212003987089425,red,2099000 
Bàn phím cơ FL-Esports FL680SAM Purple Wireless Gateron Cap White switch,FL-Esports,GD100,vừa có dây vừa không dây,0.7212003987089425,silver,2099000 
Bàn phím cơ Logitech G413 SE TKL,Logitech,3084,có dây,0.7212003987089425,yellow,1299000 
Bàn phím cơ Logitech G413 SE,Logitech,EK1280s V2,không dây,0.7212003987089425,blue,1499000 
Bàn phím Rapoo V50S,Rapoo,FL100CPM,có dây,0.7212003987089425,pink,329000 
Bàn phím cơ Fuhlen D87s RGB White Brown switch,Fuhlen,D87S RGB,có dây,0.7212003987089425,white,799000 
Bàn phím cơ Fuhlen D87s RGB White Blue switch,Fuhlen,D87S RGB,không dây,0.7212003987089425,yellow,799000 
Bàn phím cơ Corsair K70 Pro Mini RGB Wireless Red switch,Corsair,FL100CPM,không dây,0.7212003987089425,red,4489000 
Bàn phím Acer Predator Aethon 301 TKL,Asus,Brown Switch ,có dây,0.7212003987089425,blue,Liên hệ
Bàn phím cơ FL-Esports CMK98SAM 3 Mode Wireless Metal Heart Kailh Jellyfish switch,FL-Esports,CK87S,không dây,0.7212003987089425,black,3599000 
Bàn phím cơ FL-Esports CMK98SAM 3 Mode Wireless Tropical Forest Kailh Box Red switch,FL-Esports,EK368L,không dây,0.7212003987089425,blue,3499000 
Bàn phím cơ FL-Esports CMK98SAM 3 Mode Wireless Tropical Forest Kailh MX Cool Mint switch,FL-Esports,Newmen GM326,không dây,0.7212003987089425,red,3899000 
Bàn phim cơ FL-Esports Q75 3 Mode Wireless Gasket Mount Transparent Black Kailh MX Cool Mint switch,FL-Esports,CK87S,không dây,0.7212003987089425,red,3089000 
Bàn phim cơ FL-Esports Q75 3 Mode Wireless Gasket Mount Transparent White Kailh MX Cool Mint switch,FL-Esports,Razer DeathStalker V2,vừa có dây vừa không dây,0.7212003987089425,black,3089000 
Bàn phím cơ Fuhlen D87s RGB White Red switch,Fuhlen,D87S RGB,có dây,0.7212003987089425,green,799000 
Bàn phím cơ Roccat Ryos MK TKL Pro Red switch,SteelSeries,T87s Pro Wireless,không dây,0.7212003987089425,green,2889000 
Bàn phím TORA KR04,iKBC,FL100CPM,không dây,0.7212003987089425,red,299000 
Bàn phím cơ Realforce RGB,SteelSeries,EK87,không dây,0.7212003987089425,brown,5489000 
Bàn phím TORA KR05 - giả cơ,Edra,GM328,không dây,0.7212003987089425,green,299000 
Bàn phím cơ FL-Esports FL680SAM Aqua Green Wireless Gateron Cap Silver switch,FL-Esports,Brown Switch ,có dây,0.7212003987089425,cherry,2499000 
Bàn phím cơ FL-Esports FL680SAM Aqua Green Wireless Gateron Cap Brown switch,FL-Esports,D87S RGB,không dây,0.7212003987089425,green,2499000 
Bàn phím cơ FL-Esports FL680SAM Aqua Green Wireless Gateron Cap Yellow switch,FL-Esports,EK387L White,không dây,0.7212003987089425,red,2499000 
Bàn phím cơ FL-Esports FL680SAM Aqua Green Wireless Gateron Cap White switch,FL-Esports,EK87,có dây,0.7212003987089425,white,2499000 
Bàn phím cơ FL-Esports FL680SAM Night Black Wireless Gateron Cap Silver switch,FL-Esports,H75S Panda 3 Mode Wireless,vừa có dây vừa không dây,0.7212003987089425,white,2499000 
Bàn phím cơ FL-Esports FL680SAM Night Black Wireless Gateron Cap Brown switch,FL-Esports,FL100CPM,vừa có dây vừa không dây,0.7212003987089425,silver,2499000 
Bàn phím cơ FL-Esports FL680SAM Night Black Wireless Gateron Cap Yellow switch,FL-Esports,E-DRA EK396W V2,không dây,0.7212003987089425,cherry,2499000 
Bàn phím cơ FL-Esports FL680SAM Peach Wireless Gateron Cap Brown switch,FL-Esports,GD68,không dây,0.7212003987089425,red,2499000 
Bàn phím cơ FL-Esports FL680SAM Peach Wireless Gateron Cap Yellow switch,FL-Esports,KB1,không dây,0.7212003987089425,silver,2499000 
Bàn phím cơ FL-Esports FL680SAM Peach Wireless Gateron Cap White switch,FL-Esports,KB1,không dây,0.7212003987089425,silver,2499000 
Bàn phím cơ FL-Esports FL680SAM Banana Wireless Gateron Cap Silver switch,FL-Esports,TC-3218,có dây,0.7212003987089425,yellow,2499000 
Bàn phím cơ FL-Esports FL680SAM Banana Wireless Gateron Cap Brown switch,FL-Esports,CK87S,không dây,0.7212003987089425,brown,2499000 
Bàn phím cơ FL-Esports FL680SAM Banana Wireless Gateron Cap Yellow switch,FL-Esports,GD100,không dây,0.7212003987089425,white,2499000 
Bàn phím cơ FL-Esports FL680SAM Banana Wireless Gateron Cap White switch,FL-Esports,FL100CPM,vừa có dây vừa không dây,0.7212003987089425,cherry,2499000 
Bàn phím cơ FL-Esports GP108CP Blackish Green Gasket Mount Kailh Box White switch,FL-Esports,EK1280s V2,không dây,0.7212003987089425,black,2789000 
Bàn phím cơ FL-Esports GP108CP Blackish Green Gasket Mount Kailh Box Red switch,FL-Esports,EK1280s V2,có dây,0.7212003987089425,red,2789000 
Bàn phím cơ FL-Esports FL680SAM Night Black Wireless Gateron Cap White switch,FL-Esports,E-DRA EK396W V2,vừa có dây vừa không dây,0.7212003987089425,brown,2299000 
Bàn phim cơ FL-Esports Q75 3 Mode Wireless Gasket Mount Azure Green Kailh Box Cool Mint switch,FL-Esports,EK1280s V2,không dây,0.7212003987089425,red,3289000 
Bàn phim cơ FL-Esports Q75 3 Mode Wireless Gasket Mount Blue Haze Kailh Box Cool Mint switch,FL-Esports,TC-3218,vừa có dây vừa không dây,0.7212003987089425,pink,3289000 
Bàn phim cơ FL-Esports Q75 3 Mode Wireless Gasket Mount Azure Green Kailh Box Rosa switch,FL-Esports,E-DRA EK396W V2,vừa có dây vừa không dây,0.7212003987089425,black,3289000 
Bàn phím cơ AKKO 3098S One Piece Akko Silver switch,Akko,GD68,vừa có dây vừa không dây,0.7212003987089425,yellow,2589000 
Bàn phim cơ IQUNIX OG80 Wormhole Wireless Cherry Red switch ,Fuhlen,GD100,có dây,0.7212003987089425,green,4199000 
Bàn phim cơ IQUNIX ZX75 Gravity Wave Cherry Red switch ,MSI,D87S RGB,không dây,0.7212003987089425,blue,4699000 
Bàn phím cơ KEYCOOL KC84 RGB 3 Mode Red switch,DAREU,EK314W,không dây,0.7212003987089425,green,1489000 
Bàn phím cơ KEYCOOL KC84 RGB White 3 Mode Red switch,Fantech,E-DRA EK396W V2,không dây,0.7212003987089425,black,1489000 
Bàn phím cơ FL-Esports CMK98SAM 3 Mode Wireless Metal Heart Kailh Deep Sea Silent switch,FL-Esports,EK1280s V2,không dây,0.7212003987089425,red,3989000 
Bàn phím cơ FL-Esports CMK98SAM 3 Mode Wireless Metal Heart Kailh Box Cool Mint switch,FL-Esports,K10,không dây,0.7212003987089425,white,3989000 
Bàn phím cơ FL-Esports FL680SAM Purple Wireless Gateron Cap Silver switch,FL-Esports,Brown Switch ,không dây,0.7212003987089425,black,2299000 
Bàn phím cơ FL-Esports FL680SAM Purple Wireless Gateron Cap Yellow switch,FL-Esports,Brown Switch ,không dây,0.7212003987089425,red,2299000 
Bàn phím cơ Logitech G613 Wireless,Logitech,3084,không dây,0.7212003987089425,silver,1749000 
Bàn phím Fuhlen L500S,Fuhlen,TC-3218,không dây,0.7212003987089425,white,179000 
Bàn phím Razer Cynosa V2,Razer,H75S Panda 3 Mode Wireless,không dây,0.7212003987089425,brown,1589000 
Bàn phím cơ Logitech G813 LIGHTSYNC RGB Tactile,Logitech,CD108HR,không dây,0.7212003987089425,red,2999000 
Bàn phím cơ Logitech G813 LIGHTSYNC RGB Clicky,Logitech,EK87,vừa có dây vừa không dây,0.7212003987089425,cherry,2999000 
Bàn phím cơ DareU EK810X Optical switch ,DAREU,GM328,có dây,0.7212003987089425,white,649000 
Bàn phím cơ DareU EK884 RGB Blue switch,DAREU,Razer DeathStalker V2,không dây,0.7212003987089425,black,899000 
Bàn phím cơ E-DRA EK308 Plus RGB Optical ,E-Dra,KB1,không dây,0.7212003987089425,silver,1099000 
Bàn phím cơ Logitech G610 Orion Brown Backlit ,Logitech,GD100,không dây,0.7212003987089425,pink,1999000 
Bàn phím cơ Logitech G610 Orion Blue Backlit ,Logitech,E-DRA EK396W V2,vừa có dây vừa không dây,0.7212003987089425,red,1799000 
Bàn phím cơ Team Scorpion: Zero Mechanic Black Switch,HyperX,H75S Panda 3 Mode Wireless,không dây,0.7212003987089425,brown,1799000 
Kê tay da cho bàn phím cơ TKL,Darkflash,CD87HR,có dây,0.7212003987089425,blue,299000 
Kê tay da cho bàn phím cơ Fullsize,LECOO,K10,có dây,0.7212003987089425,pink,299000 
Bàn phím cơ custom VN1269,Edra,Razer DeathStalker V2,có dây,0.7212003987089425,brown,10099000 
Bàn phím cơ custom VN1268,Newmen,TC-3218,vừa có dây vừa không dây,0.7212003987089425,red,10099000 
Bàn phím cơ Sades SA-KB87 Kailh switches ,Darkflash,EK368L,không dây,0.7212003987089425,yellow,1500000 
Bàn phím Tt eSports Challenger Pro Gaming KB-CHP001US,AULA,FL100CPM,có dây,0.7212003987089425,black,1420000 
Bàn phím cơ TT Esport Poseidon Z Blue Switch,Edra,Brown Switch ,vừa có dây vừa không dây,0.7212003987089425,silver,1999000 
Bàn phím DareU LK135 ,DAREU,T87s Pro Wireless,vừa có dây vừa không dây,0.7212003987089425,red,199000 
